CIN,Company_Name,Company_Class,Date_of_Incorporation,Authorized_Capital,Paidup_Capital,Company_Status,NIC_Code,Registered_Address,RoC,State
UAF00001IN246316,MAH-Info-1 Pvt Ltd,Private (Ltd by shares),2025-02-01,5000000.0,4000000.0,Active,47,"27, Maharashtra",RoC-Mumbai,Maharashtra
UAF00002IN329258,MAH-Agro-2 Pvt Ltd,Private (Ltd by shares),2022-02-19,1000000.0,500000.0,Active,11,"130, Maharashtra",RoC-Mumbai,Maharashtra
UAF00003IN571029,MAH-Fin-3 Pvt Ltd,Private,2005-09-07,5000000.0,5000000.0,Amalgamated,47,"72, Maharashtra",RoC-Mumbai,Maharashtra
UAF00004IN900581,MAH-Foods-4 Pvt Ltd,Private,2010-12-14,500000.0,400000.0,Active,47,"27, Maharashtra",RoC-Mumbai,Maharashtra
UAF00005IN865179,MAH-Retail-5 Pvt Ltd,Private,2017-02-12,10000000.0,8000000.0,Active,10,"138, Maharashtra",RoC-Mumbai,Maharashtra
UAF00006IN301629,MAH-Info-6 Pvt Ltd,Private,2017-02-18,500000.0,500000.0,Strike Off,72,"18, Maharashtra",RoC-Mumbai,Maharashtra
UAF00007IN391476,MAH-Retail-7 Pvt Ltd,Public,2012-05-03,10000000.0,5000000.0,Active,64,"163, Maharashtra",RoC-Mumbai,Maharashtra
UAF00008IN816751,MAH-Info-8 Pvt Ltd,Private (Ltd by shares),2010-06-12,200000.0,200000.0,Active,96,"19, Maharashtra",RoC-Mumbai,Maharashtra
UAF00009IN497887,MAH-Foods-9 Pvt Ltd,Private (Ltd by shares),2025-03-18,5000000.0,2500000.0,Active,70,"164, Maharashtra",RoC-Mumbai,Maharashtra
UAF00010IN944151,MAH-Foods-10 Pvt Ltd,Public,2022-04-22,500000.0,250000.0,Active,10,"103, Maharashtra",RoC-Mumbai,Maharashtra
UAF00011IN623481,MAH-Retail-11 Pvt Ltd,Public,2007-04-19,5000000.0,4000000.0,Active,86,"165, Maharashtra",RoC-Mumbai,Maharashtra
UAF00012IN712982,MAH-Retail-12 Pvt Ltd,Public,2009-05-05,200000.0,200000.0,Active,96,"150, Maharashtra",RoC-Mumbai,Maharashtra
UAF00013IN214975,MAH-Agro-13 Pvt Ltd,Private,2016-04-05,2000000.0,1600000.0,Active,10,"161, Maharashtra",RoC-Mumbai,Maharashtra
UAF00014IN363626,MAH-Fin-14 Pvt Ltd,Private (Ltd by shares),2018-10-03,1000000.0,800000.0,Dormant,71,"3, Maharashtra",RoC-Mumbai,Maharashtra
UAF00015IN407757,MAH-Retail-15 Pvt Ltd,Public,2008-11-18,10000000.0,8000000.0,Strike Off,11,"41, Maharashtra",RoC-Mumbai,Maharashtra
UAF00016IN211579,MAH-Consult-16 Pvt Ltd,Public,2005-12-24,500000.0,500000.0,Active,71,"161, Maharashtra",RoC-Mumbai,Maharashtra
UAF00017IN665579,MAH-Consult-17 Pvt Ltd,Private,2025-09-20,200000.0,100000.0,Strike Off,46,"136, Maharashtra",RoC-Mumbai,Maharashtra
UAF00018IN351083,MAH-Tech-18 Pvt Ltd,Private (Ltd by shares),2024-06-16,100000.0,50000.0,Strike Off,62,"62, Maharashtra",RoC-Mumbai,Maharashtra
UAF00019IN791798,MAH-Retail-19 Pvt Ltd,Private,2007-02-24,1000000.0,500000.0,Active,46,"141, Maharashtra",RoC-Mumbai,Maharashtra
UAF00020IN891952,MAH-Info-20 Pvt Ltd,Private,2013-09-28,2000000.0,1600000.0,Active,71,"177, Maharashtra",RoC-Mumbai,Maharashtra
UAF00021IN573417,MAH-Tech-21 Pvt Ltd,Private,2014-07-22,5000000.0,4000000.0,Dormant,71,"64, Maharashtra",RoC-Mumbai,Maharashtra
UAF00022IN330914,MAH-Tech-22 Pvt Ltd,Private (Ltd by shares),2007-06-01,2000000.0,2000000.0,Active,72,"19, Maharashtra",RoC-Mumbai,Maharashtra
UAF00023IN639131,MAH-Agro-23 Pvt Ltd,Private (Ltd by shares),2025-01-08,100000.0,50000.0,Strike Off,11,"72, Maharashtra",RoC-Mumbai,Maharashtra
UAF00024IN922733,MAH-Retail-24 Pvt Ltd,Private,2020-04-18,200000.0,200000.0,Dormant,47,"105, Maharashtra",RoC-Mumbai,Maharashtra
UAF00025IN589710,MAH-Consult-25 Pvt Ltd,Private,2008-02-22,1000000.0,800000.0,Amalgamated,64,"187, Maharashtra",RoC-Mumbai,Maharashtra
UAF00026IN360735,MAH-Agro-26 Pvt Ltd,Private (Ltd by shares),2025-11-04,100000.0,80000.0,Strike Off,11,"49, Maharashtra",RoC-Mumbai,Maharashtra
UAF00027IN179046,MAH-Retail-27 Pvt Ltd,Private,2019-03-14,200000.0,160000.0,Dormant,47,"141, Maharashtra",RoC-Mumbai,Maharashtra
UAF00028IN274389,MAH-Retail-28 Pvt Ltd,Public,2006-11-18,10000000.0,5000000.0,Active,47,"125, Maharashtra",RoC-Mumbai,Maharashtra
UAF00029IN378085,MAH-Consult-29 Pvt Ltd,Public,2011-07-02,200000.0,160000.0,Active,64,"117, Maharashtra",RoC-Mumbai,Maharashtra
UAF00030IN299122,MAH-Foods-30 Pvt Ltd,Private,2018-12-24,10000000.0,10000000.0,Dormant,46,"56, Maharashtra",RoC-Mumbai,Maharashtra
